ticket_id,customer_id,order_id,ticket_date,issue_type,priority,resolution_time,resolved_flag
T014049,C04489,O027122,2025-02-09 19:45:42,Delivery,Medium,27.3,1
T014050,C06882,O005828,2025-11-27 16:09:21,Product Quality,Low,28.8,1
T014051,C04628,O049013,2025-01-05 22:41:06,Cancellation,Medium,11.2,1
T014052,C08165,O025271,2025-07-21 10:22:51,Return,Medium,13.2,1
T014053,C06696,O013355,2025-08-27 08:46:35,Payment,Medium,15.4,1
T014054,C04559,O044177,2025-11-13 17:06:15,Payment,Medium,12.1,1
T014055,C06602,O003490,2025-01-26 12:35:34,Payment,Medium,10.3,1
T014056,C01145,O044523,2025-11-30 15:12:44,Return,Medium,18.5,1
T014057,C02616,O050818,2025-02-20 23:29:41,Payment,Medium,11.5,1
T014058,C07145,O035367,2025-10-09 12:28:45,Return,Medium,26.6,1
T014059,C06488,O013307,2025-02-27 21:42:59,Delivery,High,31.4,0
T014060,C07987,O025357,2025-12-18 11:26:07,Delivery,Medium,10.9,1
T014061,C06993,O022711,2025-05-19 11:27:59,Return,Medium,3.7,1
T014062,C07720,O036033,2025-03-27 15:02:53,Cancellation,Low,28.6,0
T014063,C01330,O046544,2025-08-30 20:45:42,Return,Low,21.0,1
T014064,C09433,O010347,2025-12-29 01:33:34,Delivery,Low,17.9,1
T014065,C09703,O023649,2025-12-17 11:53:34,Delivery,Low,18.1,0
T014066,C07177,O007049,2025-06-03 11:36:04,Return,Low,13.7,1
T014067,C02475,O013657,2025-12-18 23:21:49,Return,Low,44.0,1
T014068,C02725,O050040,2025-01-26 23:25:16,Delivery,High,20.6,1
T014069,C00400,O034727,2025-02-07 21:03:39,Cancellation,Medium,27.0,1
T014070,C02305,O053707,2025-07-04 15:47:43,Delivery,Low,28.9,1
T014071,C02263,O019210,2025-10-23 15:02:30,Return,Medium,9.2,1
T014072,C05025,O019869,2025-03-03 14:35:35,Delivery,Medium,9.7,1
T014073,C01555,O046943,2025-09-22 19:41:07,Delivery,Low,12.4,1
T014074,C01756,O041570,2025-09-06 05:33:48,Delivery,Low,6.2,1
T014075,C03281,O022607,2025-09-25 14:59:37,Delivery,Medium,20.9,1
T014076,C08297,O047270,2025-04-16 17:36:03,Delivery,Low,3.2,1
T014077,C05339,O019114,2025-07-11 11:16:59,Delivery,Low,4.5,0
T014078,C07929,O043386,2025-09-15 21:21:53,Cancellation,Low,17.3,1
T014079,C03396,O017609,2025-03-04 21:33:41,Cancellation,Low,9.3,1
T014080,C00588,O011235,2025-05-23 07:42:21,Product Quality,Medium,18.0,1
T014081,C08328,O054781,2025-05-12 02:42:40,Payment,Medium,12.5,1
T014082,C05272,O016410,2025-03-09 15:31:08,Return,Medium,25.9,1
T014083,C05842,O000473,2025-02-11 13:07:11,Delivery,High,5.4,1
T014084,C07086,O012881,2025-11-01 08:29:49,Payment,Low,63.5,1
T014085,C00530,O000004,2025-05-02 07:52:26,Payment,Low,12.7,1
T014086,C06955,O050391,2025-06-09 02:04:57,Product Quality,Medium,14.8,1
T014087,C06327,O022028,2025-12-19 15:52:11,Cancellation,Medium,27.6,1
T014088,C05355,O008005,2025-06-07 09:39:06,Return,Medium,5.3,1
T014089,C02125,O052956,2025-11-18 11:50:07,Payment,Low,15.8,1
T014090,C03451,O020717,2025-05-22 14:59:27,Cancellation,Medium,29.4,1
T014091,C08808,O014104,2025-06-26 12:46:46,Cancellation,Low,17.0,1
T014092,C03237,O011046,2025-10-20 12:48:41,Delivery,Medium,14.1,1
T014093,C01789,O033918,2025-05-25 08:46:17,Return,High,51.3,0
T014094,C07919,O010142,2025-05-10 02:03:21,Delivery,High,10.0,1
T014095,C09358,O026867,2025-07-14 10:33:20,Return,Low,10.5,1
T014096,C05070,O034266,2025-05-27 07:09:39,Cancellation,Medium,11.4,1
T014097,C09278,O019434,2025-08-28 18:19:58,Delivery,Low,6.9,1
T014098,C05539,O051167,2025-03-29 13:44:07,Delivery,Medium,2.3,0
T014099,C01594,O008106,2025-11-16 20:54:04,Delivery,Medium,18.7,1
T014100,C06072,O038216,2025-03-13 04:24:25,Return,Medium,8.9,1
T014101,C08722,O017831,2025-05-17 09:46:17,Product Quality,Medium,15.7,1
T014102,C08212,O051855,2025-05-03 07:36:53,Product Quality,Medium,32.9,1
T014103,C00207,O012659,2025-05-21 05:05:34,Delivery,Medium,15.1,1
T014104,C08374,O006562,2025-04-18 20:32:06,Other,Medium,15.4,1
T014105,C00738,O019473,2025-03-15 17:35:46,Delivery,High,5.5,1
T014106,C01692,O047056,2025-02-14 23:52:45,Cancellation,Medium,17.3,1
T014107,C06893,O014421,2025-07-27 11:51:53,Product Quality,Medium,4.6,1
T014108,C06206,O012780,2025-10-30 05:41:23,Return,Medium,26.0,1
T014109,C01135,O044829,2025-07-14 07:17:58,Return,Medium,17.8,1
T014110,C01839,O004744,2025-09-12 13:16:35,Delivery,Medium,46.1,1
T014111,C05204,O021567,2025-03-02 22:39:28,Other,Low,26.3,1
T014112,C03829,O043078,2025-04-18 03:14:19,Return,Low,55.7,1
T014113,C03455,O050202,2025-09-27 14:05:11,Delivery,Medium,34.9,0
T014114,C08385,O053247,2025-09-09 15:05:39,Delivery,Low,60.5,1
T014115,C02736,O053861,2025-10-04 16:37:20,Payment,Low,17.3,1
T014116,C06080,O036387,2025-10-02 16:27:33,Product Quality,Low,4.8,1
T014117,C00096,O040069,2025-11-04 10:13:22,Delivery,Medium,5.8,1
T014118,C00191,O054834,2025-09-06 12:56:24,Delivery,Low,10.2,1
T014119,C09459,O001188,2025-10-16 07:59:58,Return,Medium,24.6,1
T014120,C07667,O033475,2025-09-16 13:38:01,Delivery,Low,19.7,1
T014121,C07619,O036064,2025-01-02 21:58:13,Product Quality,High,11.2,1
T014122,C00914,O022876,2025-02-05 15:10:37,Other,Medium,5.1,1
T014123,C06228,O018352,2025-01-08 05:22:23,Return,Medium,9.9,1
T014124,C07558,O040284,2025-03-10 20:40:21,Delivery,Medium,13.2,1
T014125,C02122,O047033,2025-10-05 01:18:31,Cancellation,Medium,3.9,1
T014126,C04252,O019871,2025-11-27 23:10:43,Delivery,Medium,24.6,1
T014127,C03278,O000479,2025-02-27 22:59:30,Delivery,Medium,28.9,1
T014128,C01711,O038663,2025-12-15 14:49:25,Delivery,Low,35.2,1
T014129,C06240,O016487,2025-08-12 23:42:09,Cancellation,Medium,1.7,0
T014130,C06898,O027846,2025-04-07 23:28:03,Product Quality,Medium,22.0,1
T014131,C01804,O041108,2025-06-13 20:57:35,Return,Low,10.3,1
T014132,C07419,O042718,2025-04-28 06:43:21,Delivery,Medium,11.5,1
T014133,C02291,O011555,2025-01-22 23:26:41,Delivery,Low,27.4,1
T014134,C03105,O029725,2025-10-16 23:08:08,Return,Medium,28.6,0
T014135,C00314,O051595,2025-03-30 22:31:04,Payment,Medium,17.1,1
T014136,C06653,O013498,2025-10-29 08:18:11,Product Quality,High,2.8,1
T014137,C01219,O019213,2025-10-28 12:25:25,Return,Low,6.9,1
T014138,C06243,O025162,2025-09-24 08:41:43,Return,Low,11.6,1
T014139,C02268,O036466,2025-01-21 19:51:42,Payment,High,10.2,1
T014140,C04637,O021830,2025-10-10 02:51:44,Product Quality,Medium,41.6,1
T014141,C00446,O033871,2025-03-07 22:33:29,Return,Medium,2.9,0
T014142,C04934,O038157,2025-12-10 20:53:19,Delivery,High,4.7,1
T014143,C03114,O037766,2025-02-04 12:18:43,Product Quality,Medium,14.4,1
T014144,C02427,O045232,2025-01-06 12:55:03,Return,Low,12.1,1
T014145,C04098,O041841,2025-09-03 22:38:59,Other,Low,66.3,1
T014146,C09748,O004697,2025-06-22 06:19:25,Return,Low,6.5,1
T014147,C00038,O017206,2025-02-23 11:02:57,Product Quality,Medium,3.6,1
T014148,C00651,O037608,2025-11-17 00:53:45,Other,Low,30.0,1
T014149,C03639,O044560,2025-07-01 20:45:14,Delivery,Medium,22.1,1
T014150,C04957,O019018,2025-09-30 10:38:52,Product Quality,Medium,28.1,1
T014151,C02374,O003502,2025-10-17 13:41:23,Return,High,5.3,1
T014152,C03229,O049367,2025-12-04 03:04:42,Payment,Medium,3.3,1
T014153,C00045,O040787,2025-09-18 19:43:20,Product Quality,Medium,14.0,1
T014154,C01722,O041892,2025-05-06 19:43:32,Return,Medium,15.2,1
T014155,C02791,O041267,2025-04-25 15:57:11,Other,Medium,13.1,0
T014156,C09948,O033982,2025-08-19 14:36:59,Payment,Low,31.1,1
T014157,C04054,O035547,2025-08-14 21:35:49,Other,Low,7.8,1
T014158,C00004,O045467,2025-10-09 16:49:03,Delivery,Low,1.2,1
T014159,C07437,O028541,2025-09-03 06:08:46,Return,Medium,0.5,1
T014160,C06154,O036526,2025-03-31 21:13:45,Delivery,Medium,8.3,1
T014161,C09015,O006118,2025-02-15 23:36:52,Delivery,Medium,6.1,1
T014162,C05341,O008923,2025-07-04 11:07:48,Cancellation,Medium,8.0,1
T014163,C06602,O003490,2025-04-08 04:38:23,Product Quality,Low,2.3,1
T014164,C01467,O054463,2025-01-16 22:15:41,Cancellation,Low,19.3,1
T014165,C03815,O007113,2025-11-17 09:23:48,Payment,Low,12.7,1
T014166,C09364,O026673,2025-12-04 12:40:03,Product Quality,Low,33.9,1
T014167,C08271,O046601,2025-06-10 10:04:57,Return,Medium,29.1,1
T014168,C06015,O024450,2025-07-29 08:36:30,Return,Medium,6.2,1
T014169,C08708,O010733,2025-10-17 17:17:29,Payment,High,3.2,1
T014170,C05988,O047515,2025-11-14 22:00:03,Delivery,Medium,2.9,1
T014171,C08211,O030254,2025-10-14 10:20:44,Other,Medium,41.8,1
T014172,C01525,O052553,2025-04-13 17:16:53,Delivery,Medium,29.4,1
T014173,C08297,O049155,2025-11-09 17:07:50,Return,Medium,23.9,1
T014174,C01575,O010816,2025-04-06 17:04:46,Return,Medium,7.6,1
T014175,C01723,O034519,2025-01-01 10:01:35,Return,Low,30.8,1
T014176,C07472,O050159,2025-02-05 18:59:51,Payment,Medium,3.4,1
T014177,C01126,O014156,2025-11-05 20:51:40,Return,Low,9.1,1
T014178,C03346,O050869,2025-06-02 12:54:59,Delivery,Medium,18.6,1
T014179,C09434,O004910,2025-03-30 04:43:57,Delivery,Low,6.8,1
T014180,C01615,O008424,2025-04-01 05:00:45,Product Quality,Medium,18.7,1
T014181,C01578,O015231,2025-06-12 03:55:11,Delivery,Medium,20.6,0
T014182,C01742,O001182,2025-12-19 22:16:38,Product Quality,Medium,21.3,1
T014183,C07878,O006979,2025-01-15 03:54:13,Other,Low,7.9,1
T014184,C07527,O022234,2025-02-17 03:25:29,Payment,Low,14.8,1
T014185,C02112,O023135,2025-10-23 11:25:31,Cancellation,Low,10.0,1
T014186,C07280,O022018,2025-07-11 17:30:52,Product Quality,Low,10.4,1
T014187,C03341,O003953,2025-08-06 18:40:48,Cancellation,Medium,10.5,1
T014188,C04289,O046642,2025-03-20 11:06:58,Payment,Medium,9.4,1
T014189,C09479,O017919,2025-12-21 01:49:57,Cancellation,High,10.8,0
T014190,C08831,O038798,2025-11-19 03:05:03,Return,Low,15.2,1
T014191,C05931,O040894,2025-04-30 02:44:54,Product Quality,Low,9.4,1
T014192,C04127,O035967,2025-03-26 12:36:51,Other,Medium,19.5,1
T014193,C01251,O029875,2025-01-22 09:46:34,Delivery,Medium,8.3,1
T014194,C00319,O039413,2025-03-29 08:31:31,Product Quality,Low,23.1,1
T014195,C04463,O036893,2025-02-08 17:27:14,Cancellation,Medium,4.2,0
T014196,C09999,O013674,2025-09-13 03:19:21,Other,Low,27.2,1
T014197,C06171,O009852,2025-05-24 20:59:09,Payment,Low,20.9,1
T014198,C09448,O026959,2025-02-16 17:53:42,Product Quality,Medium,11.5,1
T014199,C02437,O031204,2025-12-30 16:29:51,Payment,Medium,15.4,1
T014200,C02785,O010703,2025-12-01 08:12:07,Other,Medium,35.8,1
T014201,C06654,O049831,2025-07-19 01:27:31,Product Quality,Medium,13.1,1
T014202,C03598,O007836,2025-11-20 12:25:39,Product Quality,High,5.4,1
T014203,C02678,O050971,2025-04-23 22:39:34,Delivery,Low,22.8,1
T014204,C01952,O025437,2025-03-31 12:49:36,Other,High,3.5,1
T014205,C00390,O027894,2025-08-22 06:45:35,Return,Low,3.8,1
T014206,C00697,O007991,2025-10-16 01:15:32,Return,Medium,8.1,1
T014207,C03522,O019048,2025-02-05 01:45:27,Cancellation,High,7.3,1
T014208,C07852,O021382,2025-05-30 03:34:36,Delivery,High,2.9,1
T014209,C09680,O006825,2025-05-02 21:00:18,Payment,Medium,10.8,1
T014210,C04125,O038786,2025-12-25 06:20:17,Cancellation,Medium,8.5,1
T014211,C03045,O050756,2025-08-16 19:13:35,Return,High,9.3,1
T014212,C07655,O050517,2025-12-23 06:22:06,Delivery,High,31.0,1
T014213,C01318,O026528,2025-08-02 03:54:22,Return,Medium,7.7,1
T014214,C03725,O049802,2025-05-17 21:54:44,Payment,Low,34.6,1
T014215,C09325,O041898,2025-09-20 19:37:54,Product Quality,Medium,10.1,1
T014216,C01010,O012150,2025-06-03 23:59:31,Other,Medium,4.4,1
T014217,C07034,O007291,2025-07-15 11:34:16,Product Quality,Medium,6.3,1
T014218,C03861,O050653,2025-03-20 13:53:05,Delivery,High,6.9,0
T014219,C05860,O011624,2025-03-09 18:56:23,Product Quality,Low,5.9,1
T014220,C07449,O037553,2025-03-22 07:25:12,Payment,Low,5.9,1
T014221,C00067,O042619,2025-11-12 10:08:54,Other,Medium,7.2,1
T014222,C02031,O046736,2025-01-31 08:01:41,Cancellation,Medium,13.2,1
T014223,C01210,O053843,2025-05-24 08:51:27,Delivery,Medium,29.9,1
T014224,C09205,O044138,2025-02-04 20:55:47,Delivery,Medium,8.2,1
T014225,C01097,O047560,2025-10-04 02:40:00,Product Quality,Medium,2.7,1
T014226,C09441,O049197,2025-11-28 18:21:22,Product Quality,Low,5.3,1
T014227,C05123,O016440,2025-02-17 16:02:34,Delivery,Low,24.8,1
T014228,C02240,O012225,2025-03-17 00:25:46,Return,High,1.2,1
T014229,C02434,O024223,2025-12-07 11:51:37,Cancellation,Medium,12.5,1
T014230,C05834,O000772,2025-03-29 13:16:54,Delivery,Low,27.6,1
T014231,C08458,O006511,2025-12-14 16:29:46,Delivery,High,6.1,1
T014232,C09782,O036548,2025-12-13 18:21:56,Other,Medium,20.9,1
T014233,C07057,O032661,2025-09-30 12:07:51,Delivery,Medium,3.5,0
T014234,C01304,O023674,2025-07-16 04:00:54,Product Quality,Medium,21.4,1
T014235,C03870,O030320,2025-12-01 22:09:05,Product Quality,Medium,19.5,1
T014236,C00481,O012443,2025-01-15 15:47:33,Payment,Medium,34.7,1
T014237,C09343,O012178,2025-07-07 20:59:09,Other,Medium,12.8,0
T014238,C03964,O047510,2025-09-15 01:45:50,Product Quality,Medium,4.9,1
T014239,C08618,O017809,2025-11-10 11:18:42,Delivery,Medium,17.1,1
T014240,C06406,O029598,2025-04-27 22:18:03,Cancellation,Medium,4.4,1
T014241,C04790,O021593,2025-06-03 21:28:49,Payment,Medium,17.2,1
T014242,C03648,O009354,2025-10-25 20:39:23,Other,Medium,23.1,1
T014243,C09547,O017394,2025-04-06 05:27:16,Product Quality,Low,30.9,1
T014244,C06224,O005740,2025-07-15 07:43:55,Cancellation,Low,15.9,1
T014245,C03182,O030779,2025-04-14 04:01:46,Delivery,Low,9.3,1
T014246,C08532,O002185,2025-05-07 00:33:06,Payment,Medium,1.4,1
T014247,C07068,O041210,2025-02-17 03:18:14,Product Quality,Low,7.8,1
T014248,C05271,O019540,2025-01-15 22:12:30,Delivery,Medium,14.6,0
T014249,C05823,O023610,2025-12-18 22:04:17,Other,Low,15.9,1
T014250,C03830,O021919,2025-03-11 00:24:52,Payment,Medium,12.7,1
T014251,C05357,O011768,2025-07-08 20:49:39,Delivery,Medium,36.7,1
T014252,C06664,O027052,2025-02-21 21:20:14,Product Quality,High,21.7,1
T014253,C02646,O031403,2025-01-26 20:52:42,Payment,Medium,4.2,1
T014254,C05379,O038258,2025-04-01 23:39:49,Delivery,Medium,3.9,1
T014255,C07420,O041823,2025-07-12 15:10:47,Product Quality,Medium,20.6,1
T014256,C00002,O038070,2025-04-15 14:43:47,Delivery,Medium,7.5,1
T014257,C02155,O024374,2025-01-26 16:29:47,Other,Medium,15.3,1
T014258,C02721,O044212,2025-01-12 00:02:08,Return,Low,7.6,1
T014259,C06023,O017128,2025-11-09 20:46:02,Return,Medium,23.2,1
T014260,C00815,O049915,2025-10-27 18:36:34,Delivery,Low,18.3,1
T014261,C09316,O025073,2025-10-17 18:16:14,Delivery,Medium,21.9,1
T014262,C04467,O032399,2025-07-30 20:32:44,Delivery,Medium,13.6,0
T014263,C05215,O035634,2025-05-19 08:38:17,Payment,High,20.1,1
T014264,C07870,O034565,2025-03-17 16:49:50,Cancellation,High,23.3,1
T014265,C06832,O007474,2025-05-08 15:10:34,Return,Medium,25.1,1
T014266,C05427,O049328,2025-09-17 13:47:20,Delivery,Low,4.8,1
T014267,C08280,O030626,2025-08-24 03:30:06,Product Quality,Low,11.5,1
T014268,C01491,O010740,2025-07-16 02:26:36,Delivery,Medium,7.1,1
T014269,C06397,O022286,2025-06-11 20:18:41,Product Quality,Low,11.7,1
T014270,C02763,O040516,2025-12-02 21:11:44,Product Quality,Medium,3.5,1
T014271,C07984,O045178,2025-07-29 12:22:28,Product Quality,Low,13.3,1
T014272,C05300,O030516,2025-08-22 20:50:58,Delivery,Low,9.1,1
T014273,C04619,O019275,2025-04-27 01:33:45,Return,Medium,10.8,1
T014274,C01990,O014037,2025-01-31 17:49:39,Cancellation,Medium,11.5,1
T014275,C05617,O011649,2025-03-29 09:46:13,Other,Medium,19.2,1
T014276,C04196,O054507,2025-09-06 17:09:18,Other,Low,11.2,1
T014277,C05241,O051387,2025-08-03 23:02:10,Product Quality,Medium,15.3,1
T014278,C03772,O053587,2025-11-03 14:48:13,Delivery,Medium,16.9,1
T014279,C05238,O041371,2025-08-26 13:03:08,Other,Medium,1.3,1
T014280,C03448,O010389,2025-01-16 21:47:12,Delivery,Low,21.8,1
T014281,C09537,O005190,2025-03-31 22:33:02,Delivery,Medium,19.2,0
T014282,C04974,O032877,2025-01-08 15:33:19,Cancellation,High,4.1,1
T014283,C09476,O040663,2025-10-10 22:26:46,Product Quality,Low,8.2,1
T014284,C04785,O012374,2025-04-23 07:36:41,Delivery,Low,12.9,1
T014285,C05885,O044001,2025-02-07 09:28:45,Return,Medium,2.4,1
T014286,C06566,O047129,2025-04-28 01:03:11,Return,Medium,17.5,1
T014287,C09438,O011911,2025-07-25 01:04:23,Return,Low,2.9,1
T014288,C05526,O052396,2025-11-17 05:41:37,Product Quality,Low,16.2,1
T014289,C04752,O049983,2025-01-14 15:58:36,Cancellation,Medium,6.4,0
T014290,C06318,O000791,2025-08-29 14:52:15,Product Quality,Medium,16.1,1
T014291,C06452,O035793,2025-08-15 08:50:05,Delivery,Medium,7.1,1
T014292,C06760,O029821,2025-12-09 05:08:51,Delivery,Medium,21.7,1
T014293,C06137,O022904,2025-10-11 02:37:34,Product Quality,Low,18.4,1
T014294,C02844,O007696,2025-06-26 04:26:56,Payment,High,14.2,1
T014295,C09950,O002882,2025-09-05 02:02:35,Product Quality,Low,23.4,1
T014296,C09274,O038396,2025-11-08 18:57:41,Payment,Low,29.3,1
T014297,C07784,O031277,2025-06-29 19:08:04,Delivery,High,1.2,1
T014298,C03815,O040110,2025-11-08 11:32:26,Product Quality,Medium,1.2,1
T014299,C00903,O009736,2025-07-27 04:22:44,Product Quality,Medium,18.9,1
T014300,C06181,O016483,2025-01-11 11:35:53,Cancellation,Medium,18.7,1
T014301,C07720,O014644,2025-12-11 14:49:17,Payment,Low,20.7,1
T014302,C05896,O008450,2025-10-11 09:13:33,Delivery,Low,58.9,1
T014303,C05602,O053814,2025-08-23 17:38:13,Product Quality,Medium,6.8,1
T014304,C06391,O015504,2025-03-23 06:52:19,Payment,Medium,14.4,1
T014305,C05680,O048299,2025-01-02 15:07:52,Delivery,Medium,21.0,1
T014306,C04412,O002994,2025-09-10 13:32:01,Payment,Medium,6.3,1
T014307,C06354,O035127,2025-11-29 08:48:06,Product Quality,Low,27.2,1
T014308,C03359,O026609,2025-06-04 10:23:17,Other,Medium,19.8,1
T014309,C07432,O019015,2025-10-02 16:54:05,Delivery,Medium,1.6,1
T014310,C00979,O042945,2025-11-24 16:19:58,Product Quality,Low,16.1,1
T014311,C00194,O023157,2025-04-13 13:12:56,Delivery,Low,9.6,1
T014312,C08845,O038068,2025-11-23 14:48:59,Other,Medium,24.0,1
T014313,C06986,O037502,2025-09-20 00:42:37,Delivery,High,25.5,1
T014314,C03350,O003820,2025-07-06 08:44:23,Return,High,2.1,1
T014315,C06882,O041933,2025-06-29 13:53:11,Other,Medium,11.9,1
T014316,C01592,O045145,2025-10-13 15:21:57,Return,Medium,20.1,1
T014317,C07559,O042153,2025-11-25 07:36:11,Payment,Low,11.4,1
T014318,C04157,O044446,2025-03-10 21:31:02,Cancellation,Medium,3.8,0
T014319,C03997,O035467,2025-07-11 07:36:16,Delivery,Low,29.2,1
T014320,C04690,O024827,2025-03-24 06:40:24,Other,Medium,7.8,0
T014321,C08121,O047046,2025-09-28 15:46:55,Other,Low,26.3,1
T014322,C00256,O054441,2025-11-25 20:09:30,Delivery,Low,14.2,1
T014323,C01037,O018233,2025-11-27 23:49:40,Product Quality,High,20.7,1
T014324,C02844,O004417,2025-07-08 07:22:29,Product Quality,Medium,28.1,1
T014325,C06189,O023466,2025-04-20 16:37:13,Cancellation,Medium,6.1,1
T014326,C04999,O013207,2025-11-24 00:57:16,Return,Low,22.3,1
T014327,C02852,O039957,2025-07-17 21:37:46,Product Quality,Medium,20.5,1
T014328,C01471,O030971,2025-12-08 02:56:04,Return,Low,9.7,1
T014329,C02916,O019724,2025-01-10 17:14:17,Other,Medium,9.2,1
T014330,C01997,O043584,2025-04-21 06:26:13,Return,Medium,3.4,1
T014331,C02602,O014074,2025-10-01 20:52:26,Cancellation,Medium,15.7,1
T014332,C03577,O012967,2025-03-26 03:57:50,Cancellation,High,12.1,1
T014333,C01029,O017509,2025-11-25 11:01:00,Return,High,35.0,0
T014334,C02189,O013888,2025-06-20 23:16:54,Return,Low,3.9,1
T014335,C06149,O034599,2025-09-27 05:48:31,Delivery,Low,11.3,1
T014336,C07859,O041560,2025-07-20 12:58:47,Payment,Medium,15.9,1
T014337,C08540,O016703,2025-06-06 21:28:14,Other,Medium,2.7,1
T014338,C04626,O032427,2025-02-25 01:05:37,Product Quality,Medium,18.4,1
T014339,C03444,O046177,2025-07-08 12:23:48,Product Quality,Low,37.9,1
T014340,C04530,O040398,2025-07-29 23:05:07,Return,Medium,9.1,1
T014341,C09748,O029375,2025-04-24 09:53:08,Return,Medium,19.9,1
T014342,C06897,O025145,2025-04-12 05:24:58,Product Quality,Medium,6.6,1
T014343,C00103,O021336,2025-02-25 18:00:48,Product Quality,Medium,4.3,1
T014344,C07445,O010372,2025-10-30 19:33:49,Delivery,Medium,10.1,1
T014345,C00623,O049746,2025-06-19 18:48:14,Other,Low,19.5,1
T014346,C00900,O018105,2025-04-13 07:29:02,Product Quality,Medium,14.7,1
T014347,C00254,O013953,2025-02-20 16:48:50,Cancellation,High,20.3,1
T014348,C09056,O046867,2025-12-09 20:58:55,Cancellation,High,3.3,0
T014349,C06136,O003398,2025-07-04 11:26:23,Return,Low,16.5,1
T014350,C02021,O009673,2025-05-21 14:42:53,Product Quality,Medium,8.9,1
T014351,C08510,O016285,2025-01-13 03:13:47,Delivery,Medium,4.0,1
T014352,C02469,O027210,2025-02-09 10:20:01,Delivery,Medium,0.6,1
T014353,C06990,O031556,2025-08-03 22:17:21,Delivery,Low,9.2,1
T014354,C04794,O002949,2025-07-26 17:27:01,Product Quality,Medium,29.0,1
T014355,C02015,O014969,2025-12-26 04:32:42,Delivery,Medium,20.2,1
T014356,C02933,O047104,2025-06-11 18:39:28,Delivery,Medium,10.0,1
T014357,C04568,O040638,2025-09-23 23:00:39,Payment,Medium,8.9,1
T014358,C05912,O006753,2025-12-15 03:10:18,Cancellation,Low,10.8,1
T014359,C03586,O040917,2025-07-31 01:42:38,Delivery,Medium,9.0,1
T014360,C07770,O044653,2025-01-06 00:35:34,Delivery,Medium,16.6,1
T014361,C07010,O045887,2025-09-06 04:22:51,Product Quality,Medium,4.6,1
T014362,C09394,O025687,2025-07-17 12:38:40,Delivery,Medium,28.2,1
T014363,C07816,O008810,2025-07-12 17:00:55,Return,Low,20.0,1
T014364,C06064,O010180,2025-07-15 13:05:46,Payment,Low,30.6,1
T014365,C03119,O047332,2025-07-27 05:57:20,Payment,Low,13.1,1
T014366,C04889,O006719,2025-01-15 05:21:01,Other,Low,17.6,0
T014367,C05060,O012762,2025-05-04 05:45:46,Product Quality,High,22.3,1
T014368,C03778,O035949,2025-05-17 05:15:45,Product Quality,Medium,25.9,1
T014369,C07295,O023790,2025-08-31 10:36:33,Delivery,Medium,33.2,1
T014370,C03881,O041358,2025-08-20 21:42:42,Return,High,50.3,1
T014371,C06108,O012222,2025-04-23 19:09:20,Other,Medium,18.9,0
T014372,C04456,O024209,2025-11-03 15:42:12,Product Quality,Low,6.1,1
T014373,C01950,O018765,2025-08-11 07:26:31,Delivery,Medium,9.7,1
T014374,C09385,O028998,2025-08-11 18:05:56,Payment,High,34.5,1
T014375,C08035,O036307,2025-08-14 13:46:02,Delivery,Low,21.4,1
T014376,C02655,O007042,2025-01-04 18:24:36,Payment,Low,9.6,1
T014377,C01387,O036190,2025-06-10 17:27:51,Payment,Low,11.8,1
T014378,C09011,O031407,2025-04-10 15:19:59,Return,Medium,11.2,1
T014379,C08501,O008342,2025-08-22 11:24:11,Delivery,High,9.6,1
T014380,C04091,O006934,2025-01-07 13:59:44,Delivery,High,7.4,1
T014381,C02530,O036142,2025-11-10 04:17:01,Delivery,Medium,14.4,1
T014382,C05991,O029483,2025-10-15 19:17:04,Delivery,High,12.8,1
T014383,C06711,O021759,2025-11-25 21:21:41,Payment,Medium,20.1,1
T014384,C02671,O049635,2025-08-31 08:40:34,Product Quality,Medium,3.4,1
T014385,C05533,O028224,2025-02-06 18:01:05,Payment,High,8.2,1
T014386,C06512,O047016,2025-03-15 11:00:29,Payment,Medium,1.8,0
T014387,C00466,O033743,2025-08-06 06:48:40,Delivery,High,18.4,1
T014388,C08354,O030650,2025-09-25 08:43:30,Delivery,Medium,4.1,1
T014389,C00010,O047581,2025-03-07 20:37:21,Payment,Medium,16.6,0
T014390,C01921,O046311,2025-10-05 08:55:07,Product Quality,High,23.5,1
T014391,C06205,O041910,2025-10-08 10:43:19,Delivery,Medium,10.2,1
T014392,C09590,O013500,2025-06-13 04:08:50,Payment,Low,16.0,1
T014393,C02005,O044184,2025-12-29 15:25:53,Cancellation,Low,15.9,0
T014394,C02118,O030316,2025-07-11 17:23:17,Other,Medium,32.0,1
T014395,C01421,O024320,2025-08-06 09:31:02,Product Quality,Medium,30.5,1
T014396,C04767,O027675,2025-09-22 11:32:57,Payment,Medium,28.1,1
T014397,C03253,O029974,2025-09-30 16:03:22,Delivery,Low,6.7,1
T014398,C09290,O036694,2025-05-26 00:12:57,Payment,Low,41.9,1
T014399,C09589,O043310,2025-02-11 00:57:16,Other,Low,10.7,0
T014400,C09279,O025984,2025-01-16 14:48:20,Product Quality,Low,14.8,1
T014401,C01671,O021327,2025-02-17 03:47:26,Product Quality,High,5.7,1
T014402,C01395,O002174,2025-02-07 13:36:14,Other,Low,3.1,1
T014403,C09646,O030151,2025-06-06 23:35:40,Payment,Medium,3.0,1
T014404,C04055,O000330,2025-02-08 04:11:23,Payment,Medium,28.2,0
T014405,C09615,O044358,2025-08-13 00:41:26,Delivery,Medium,16.5,1
