session_id,customer_id,session_date,session_duration,pages_viewed,device,traffic_source
S089243,C00833,2025-01-12 17:44:58,13.79,7,Mobile,Social Media
S089244,C07259,2025-07-30 11:48:11,12.55,4,Mobile,Email
S089245,C02489,2025-08-09 23:04:54,6.26,4,Mobile,Social Media
S089246,C03273,2025-02-26 20:17:13,0.89,3,Mobile,Referral
S089247,C08233,2025-06-29 16:59:49,3.13,8,Desktop,Email
S089248,C06985,2025-05-07 22:27:27,2.83,4,Desktop,Social Media
S089249,C04257,2025-10-24 12:07:13,2.78,6,Mobile,Organic
S089250,C04624,2025-07-02 15:17:20,7.17,5,Desktop,Referral
S089251,C09160,2025-08-19 09:08:54,3.31,5,Mobile,Referral
S089252,C01528,2025-04-16 20:25:50,1.3,8,Mobile,Paid Ads
S089253,C00939,2025-06-30 00:26:25,8.9,5,Mobile,Paid Ads
S089254,C05343,2025-08-19 12:30:44,6.45,8,Mobile,Organic
S089255,C00813,2025-11-06 10:38:14,8.58,4,Desktop,Paid Ads
S089256,C08925,2025-02-26 16:44:18,14.69,2,Desktop,Referral
S089257,C05644,2025-12-21 14:13:04,8.99,4,Mobile,Organic
S089258,C04125,2025-11-04 08:08:18,20.77,7,Desktop,Paid Ads
S089259,C01624,2025-07-08 10:34:59,26.28,8,Mobile,Paid Ads
S089260,C08661,2025-05-06 04:51:41,2.4,1,Mobile,Referral
S089261,C01731,2025-12-27 07:16:35,6.05,5,Desktop,Social Media
S089262,C05115,2025-08-05 13:47:53,5.28,4,Mobile,Social Media
S089263,C06824,2025-02-19 22:20:21,21.53,6,Mobile,Organic
S089264,C01876,2025-12-28 05:23:55,2.96,7,Mobile,Email
S089265,C09092,2025-06-25 01:09:41,9.69,5,Mobile,Social Media
S089266,C08291,2025-04-22 10:14:47,4.88,6,Mobile,Paid Ads
S089267,C03245,2025-05-04 07:32:48,12.07,5,Mobile,Organic
S089268,C00548,2025-09-11 12:45:54,7.09,8,Mobile,Social Media
S089269,C04883,2025-03-17 10:58:23,4.42,11,Mobile,Referral
S089270,C04678,2025-03-14 02:01:04,1.67,8,Desktop,Organic
S089271,C04173,2025-10-08 21:58:29,13.62,4,Mobile,Organic
S089272,C03399,2025-02-26 15:38:00,21.18,6,Desktop,Organic
S089273,C01379,2025-05-23 22:09:29,11.51,8,Mobile,Organic
S089274,C03416,2025-06-13 04:47:19,8.43,6,Tablet,Organic
S089275,C04527,2025-08-28 02:36:15,2.65,3,Mobile,Organic
S089276,C04550,2025-09-11 18:00:15,2.82,6,Mobile,Social Media
S089277,C05885,2025-10-05 17:54:01,9.15,5,Mobile,Paid Ads
S089278,C09337,2025-06-28 14:06:43,5.85,5,Tablet,Paid Ads
S089279,C05912,2025-02-07 16:55:24,3.2,8,Tablet,Paid Ads
S089280,C06428,2025-01-25 20:28:56,3.42,4,Mobile,Paid Ads
S089281,C01927,2025-06-15 03:07:11,6.87,1,Mobile,Organic
S089282,C00884,2025-04-26 05:44:30,3.97,7,Mobile,Referral
S089283,C08296,2025-08-20 10:02:14,6.07,5,Mobile,Organic
S089284,C04621,2025-10-08 20:37:06,10.4,7,Mobile,Referral
S089285,C03064,2025-06-10 07:31:37,6.63,2,Mobile,Organic
S089286,C00705,2025-03-30 06:34:31,1.15,6,Desktop,Paid Ads
S089287,C09091,2025-11-02 18:20:56,9.28,6,Mobile,Referral
S089288,C08471,2025-03-12 17:13:04,13.45,6,Desktop,Email
S089289,C09449,2025-09-07 16:27:21,7.31,10,Mobile,Organic
S089290,C07030,2025-09-22 12:09:46,20.12,6,Mobile,Organic
S089291,C08528,2025-03-29 14:37:01,7.38,2,Desktop,Paid Ads
S089292,C09711,2025-01-30 00:56:31,7.03,6,Mobile,Organic
S089293,C04766,2025-09-26 11:05:51,5.46,6,Mobile,Organic
S089294,C00149,2025-09-26 02:55:40,5.89,4,Mobile,Social Media
S089295,C09368,2025-12-06 06:14:58,1.89,6,Mobile,Paid Ads
S089296,C05686,2025-05-16 16:12:13,12.32,9,Mobile,Paid Ads
S089297,C08509,2025-03-10 19:31:26,16.1,3,Mobile,Email
S089298,C07275,2025-01-17 02:20:56,2.34,6,Mobile,Organic
S089299,C02881,2025-03-22 07:07:29,2.34,6,Mobile,Social Media
S089300,C00388,2025-11-27 06:58:48,3.2,2,Mobile,Organic
S089301,C05889,2025-11-02 01:45:55,6.06,4,Desktop,Social Media
S089302,C09179,2025-11-02 19:19:21,6.32,9,Desktop,Paid Ads
S089303,C06408,2025-12-14 18:47:41,8.29,6,Desktop,Organic
S089304,C06868,2025-09-22 10:30:31,2.14,5,Mobile,Email
S089305,C05643,2025-03-14 04:48:45,1.89,7,Desktop,Organic
S089306,C03729,2025-10-08 15:53:41,20.89,8,Mobile,Social Media
S089307,C04690,2025-11-10 15:50:23,12.39,4,Mobile,Email
S089308,C04072,2025-09-05 04:01:02,3.66,5,Desktop,Paid Ads
S089309,C01931,2025-12-24 07:35:56,12.87,7,Mobile,Organic
S089310,C03193,2025-07-16 02:00:15,5.81,9,Mobile,Paid Ads
S089311,C01469,2025-09-20 08:07:05,4.08,6,Mobile,Social Media
S089312,C07449,2025-06-08 19:01:51,4.52,4,Desktop,Organic
S089313,C04576,2025-06-19 11:52:31,6.38,5,Tablet,Social Media
S089314,C08154,2025-07-28 01:56:24,5.13,8,Desktop,Referral
S089315,C02607,2025-10-10 20:49:52,8.0,4,Mobile,Paid Ads
S089316,C06348,2025-04-21 06:31:26,4.09,2,Mobile,Email
S089317,C05895,2025-06-26 16:58:04,11.93,5,Tablet,Organic
S089318,C04236,2025-01-11 19:01:19,2.57,6,Mobile,Social Media
S089319,C01834,2025-07-07 10:17:05,4.73,4,Mobile,Organic
S089320,C09109,2025-03-07 17:35:29,5.35,6,Tablet,Social Media
S089321,C01343,2025-03-16 03:42:33,10.62,8,Desktop,Paid Ads
S089322,C04498,2025-12-27 08:56:46,3.23,6,Mobile,Organic
S089323,C08678,2025-06-10 08:10:55,7.9,7,Desktop,Social Media
S089324,C05980,2025-10-06 15:16:27,5.3,7,Mobile,Organic
S089325,C01240,2025-03-01 09:03:56,11.82,8,Desktop,Organic
S089326,C02364,2025-12-12 03:54:36,6.84,2,Mobile,Email
S089327,C01853,2025-10-27 05:06:39,14.33,6,Mobile,Social Media
S089328,C08264,2025-03-09 18:18:25,11.7,9,Mobile,Organic
S089329,C01543,2025-11-04 11:00:08,4.31,4,Mobile,Organic
S089330,C08827,2025-08-04 00:43:39,7.21,3,Desktop,Organic
S089331,C00647,2025-05-25 15:45:57,4.18,11,Desktop,Paid Ads
S089332,C08950,2025-12-18 03:05:25,16.73,6,Mobile,Social Media
S089333,C01414,2025-05-10 02:03:11,11.64,9,Mobile,Social Media
S089334,C08754,2025-01-07 11:54:26,8.58,8,Mobile,Referral
S089335,C04965,2025-04-27 01:51:24,24.35,5,Desktop,Organic
S089336,C00092,2025-12-23 14:56:34,5.65,4,Tablet,Organic
S089337,C09807,2025-05-25 19:35:19,6.57,4,Desktop,Organic
S089338,C00964,2025-12-04 07:10:24,0.43,6,Mobile,Referral
S089339,C04198,2025-03-26 09:43:00,7.63,6,Mobile,Paid Ads
S089340,C05619,2025-02-19 13:17:32,2.3,5,Mobile,Email
S089341,C00510,2025-04-10 13:18:00,7.38,2,Mobile,Organic
S089342,C06158,2025-01-28 21:08:50,13.48,7,Mobile,Social Media
S089343,C06290,2025-08-08 02:15:40,6.83,5,Mobile,Social Media
S089344,C02190,2025-08-25 05:27:45,5.36,7,Tablet,Referral
S089345,C08937,2025-02-27 07:44:46,3.54,6,Desktop,Social Media
S089346,C07253,2025-02-16 00:27:17,7.97,7,Desktop,Social Media
S089347,C06873,2025-03-23 12:04:53,4.63,5,Mobile,Email
S089348,C09993,2025-09-03 06:15:19,1.44,3,Mobile,Paid Ads
S089349,C06685,2025-10-22 09:54:29,1.6,5,Mobile,Paid Ads
S089350,C04787,2025-08-31 11:04:50,8.01,5,Mobile,Social Media
S089351,C00349,2025-06-05 11:57:52,13.88,7,Mobile,Organic
S089352,C09863,2025-06-16 02:38:48,20.53,10,Mobile,Organic
S089353,C09492,2025-10-24 22:20:48,1.41,6,Mobile,Paid Ads
S089354,C06697,2025-11-26 22:17:53,11.65,6,Desktop,Referral
S089355,C00901,2025-04-12 19:09:32,9.92,7,Desktop,Email
S089356,C00021,2025-06-13 13:06:11,10.87,5,Mobile,Paid Ads
S089357,C09225,2025-05-25 18:08:01,7.06,4,Mobile,Social Media
S089358,C04299,2025-03-19 21:54:58,8.34,3,Desktop,Paid Ads
S089359,C02420,2025-10-01 18:52:47,2.57,4,Desktop,Email
S089360,C03679,2025-05-30 14:18:20,2.23,4,Mobile,Paid Ads
S089361,C05457,2025-10-05 03:40:40,6.37,2,Mobile,Paid Ads
S089362,C05674,2025-03-20 21:42:51,8.4,6,Mobile,Paid Ads
S089363,C08521,2025-12-16 05:18:11,21.09,2,Mobile,Referral
S089364,C00702,2025-05-13 16:42:48,4.7,3,Desktop,Email
S089365,C06769,2025-08-27 23:45:16,2.27,3,Mobile,Referral
S089366,C08693,2025-05-11 04:23:10,11.13,7,Mobile,Organic
S089367,C02807,2025-09-02 10:14:26,4.66,8,Tablet,Email
S089368,C02001,2025-08-15 14:13:28,7.05,4,Mobile,Paid Ads
S089369,C03164,2025-02-26 12:45:20,2.39,7,Desktop,Organic
S089370,C04247,2025-05-12 06:20:31,10.9,8,Desktop,Organic
S089371,C01163,2025-01-30 21:08:25,0.59,10,Mobile,Paid Ads
S089372,C00976,2025-06-30 06:35:38,7.88,11,Tablet,Email
S089373,C04631,2025-07-24 11:35:50,2.9,6,Desktop,Paid Ads
S089374,C06493,2025-07-05 04:57:03,6.23,6,Mobile,Referral
S089375,C07782,2025-10-24 14:11:45,9.26,5,Desktop,Organic
S089376,C01269,2025-11-10 23:20:54,10.0,5,Tablet,Organic
S089377,C03281,2025-11-27 12:58:56,6.87,11,Mobile,Organic
S089378,C02076,2025-07-10 16:47:51,5.83,6,Mobile,Paid Ads
S089379,C01643,2025-07-21 00:39:04,3.64,8,Mobile,Paid Ads
S089380,C00182,2025-11-11 03:35:03,16.73,8,Mobile,Referral
S089381,C00785,2025-12-19 04:43:12,7.65,8,Mobile,Organic
S089382,C00848,2025-03-24 04:17:02,3.08,6,Mobile,Referral
S089383,C06272,2025-03-30 07:50:29,6.74,7,Mobile,Paid Ads
S089384,C04359,2025-10-08 10:45:23,2.63,7,Mobile,Paid Ads
S089385,C03462,2025-03-23 13:59:49,6.6,11,Mobile,Paid Ads
S089386,C00299,2025-03-05 08:38:27,10.75,8,Desktop,Social Media
S089387,C02625,2025-12-18 13:22:15,2.87,5,Desktop,Social Media
S089388,C07516,2025-07-02 04:12:08,10.45,9,Desktop,Organic
S089389,C07219,2025-12-20 13:37:30,2.52,14,Mobile,Organic
S089390,C08843,2025-10-21 18:12:32,15.68,5,Mobile,Paid Ads
S089391,C04310,2025-06-08 16:45:47,8.48,9,Tablet,Organic
S089392,C04055,2025-11-24 20:37:41,4.89,8,Desktop,Referral
S089393,C04363,2025-11-22 09:12:26,8.81,5,Mobile,Email
S089394,C09752,2025-05-13 11:55:48,4.08,10,Mobile,Referral
S089395,C06307,2025-10-13 02:53:12,8.33,5,Mobile,Email
S089396,C00178,2025-04-07 08:25:20,1.67,6,Mobile,Organic
S089397,C00531,2025-01-09 01:16:44,6.08,8,Mobile,Organic
S089398,C05656,2025-05-12 22:46:27,0.67,6,Desktop,Organic
S089399,C04654,2025-04-18 20:04:55,4.26,9,Mobile,Paid Ads
S089400,C05169,2025-12-28 21:27:24,10.07,7,Mobile,Social Media
S089401,C00521,2025-02-13 08:05:21,7.22,8,Mobile,Organic
S089402,C04392,2025-09-09 00:44:17,4.49,7,Tablet,Email
S089403,C05697,2025-06-10 03:18:33,12.1,6,Desktop,Social Media
S089404,C00994,2025-01-13 11:02:43,6.23,5,Mobile,Social Media
S089405,C01533,2025-10-27 02:35:35,6.26,4,Mobile,Referral
S089406,C09288,2025-05-02 00:36:31,9.83,2,Desktop,Paid Ads
S089407,C04241,2025-12-04 06:44:52,4.31,4,Mobile,Referral
S089408,C07400,2025-12-13 05:14:43,19.79,9,Mobile,Organic
S089409,C02309,2025-11-09 12:57:09,9.98,9,Mobile,Paid Ads
S089410,C03178,2025-07-22 09:19:03,3.51,4,Mobile,Organic
S089411,C04176,2025-05-24 04:39:26,3.5,8,Mobile,Social Media
S089412,C09869,2025-05-30 05:47:12,7.5,4,Desktop,Referral
S089413,C06394,2025-10-25 22:29:10,9.38,6,Mobile,Paid Ads
S089414,C05175,2025-02-13 08:22:11,2.55,2,Mobile,Organic
S089415,C03769,2025-04-30 22:31:05,14.54,6,Mobile,Referral
S089416,C09279,2025-12-27 03:43:38,2.35,3,Mobile,Social Media
S089417,C07772,2025-09-06 21:54:27,4.79,6,Mobile,Organic
S089418,C02582,2025-11-15 23:47:35,3.52,5,Desktop,Social Media
S089419,C07461,2025-11-08 00:07:22,13.21,6,Desktop,Social Media
S089420,C01222,2025-04-06 15:09:06,9.28,6,Desktop,Referral
S089421,C06091,2025-11-25 17:24:07,8.8,6,Desktop,Organic
S089422,C05348,2025-05-30 19:31:57,5.31,2,Mobile,Organic
S089423,C04685,2025-05-06 08:42:41,4.95,1,Desktop,Referral
S089424,C04646,2025-07-04 16:26:22,6.62,3,Desktop,Organic
S089425,C08963,2025-08-28 09:04:30,12.45,6,Mobile,Organic
S089426,C06745,2025-08-01 02:43:40,1.9,8,Tablet,Organic
S089427,C08294,2025-08-20 02:14:51,3.85,6,Mobile,Social Media
S089428,C00463,2025-10-16 18:35:46,10.96,11,Desktop,Referral
S089429,C06723,2025-05-26 22:01:01,5.23,5,Mobile,Referral
S089430,C09894,2025-09-30 08:14:56,2.06,4,Mobile,Organic
S089431,C07067,2025-11-23 03:07:32,1.41,4,Desktop,Referral
S089432,C06275,2025-01-20 13:45:45,9.33,11,Mobile,Organic
S089433,C02255,2025-10-04 15:00:14,8.57,5,Desktop,Referral
S089434,C02424,2025-06-01 19:58:55,5.14,6,Desktop,Organic
S089435,C00578,2025-06-10 09:28:37,5.65,1,Tablet,Organic
S089436,C05107,2025-03-11 06:38:17,5.58,3,Mobile,Organic
S089437,C03433,2025-03-05 20:47:53,9.23,6,Desktop,Organic
S089438,C07653,2025-05-03 15:56:29,7.77,8,Mobile,Paid Ads
S089439,C04854,2025-07-13 08:09:35,11.69,6,Desktop,Referral
S089440,C04840,2025-01-03 11:40:44,7.87,5,Tablet,Organic
S089441,C00390,2025-08-03 23:44:24,1.88,8,Desktop,Organic
S089442,C00838,2025-05-01 17:15:55,10.12,8,Mobile,Referral
S089443,C07974,2025-11-02 15:05:35,21.74,5,Desktop,Social Media
S089444,C00869,2025-05-28 02:29:22,4.19,6,Desktop,Email
S089445,C04440,2025-01-30 09:51:26,2.18,5,Mobile,Paid Ads
S089446,C06255,2025-02-23 22:26:51,5.32,3,Desktop,Paid Ads
S089447,C08037,2025-04-26 03:53:34,2.09,6,Mobile,Referral
S089448,C09023,2025-03-24 10:12:46,1.9,5,Mobile,Social Media
S089449,C02274,2025-04-14 15:30:43,1.37,9,Desktop,Social Media
S089450,C06529,2025-12-20 23:44:30,7.93,7,Mobile,Organic
S089451,C09268,2025-11-11 10:30:56,4.31,6,Mobile,Email
S089452,C00528,2025-03-22 17:25:53,10.73,8,Mobile,Email
S089453,C02780,2025-03-18 21:10:19,15.87,6,Mobile,Paid Ads
S089454,C00493,2025-07-15 09:10:52,8.55,10,Mobile,Organic
S089455,C02846,2025-03-05 23:35:08,12.39,6,Mobile,Organic
S089456,C06596,2025-07-23 11:33:28,5.35,6,Desktop,Referral
S089457,C07482,2025-08-19 08:20:47,4.66,4,Desktop,Paid Ads
S089458,C01153,2025-05-26 07:25:50,5.5,9,Desktop,Organic
S089459,C07047,2025-07-14 09:29:52,2.21,7,Mobile,Paid Ads
S089460,C09260,2025-01-08 04:37:33,4.69,8,Mobile,Organic
S089461,C08897,2025-12-26 21:31:00,23.99,4,Mobile,Paid Ads
S089462,C04875,2025-02-10 07:50:32,16.07,7,Mobile,Organic
S089463,C05726,2025-03-03 14:16:59,10.86,6,Desktop,Organic
S089464,C06557,2025-12-24 02:04:27,5.02,9,Mobile,Organic
S089465,C03057,2025-08-03 22:18:07,6.18,9,Desktop,Paid Ads
S089466,C04907,2025-04-01 16:20:29,13.24,9,Mobile,Paid Ads
S089467,C00367,2025-03-05 11:46:00,8.82,7,Desktop,Paid Ads
S089468,C07716,2025-12-18 02:37:08,6.5,6,Mobile,Paid Ads
S089469,C02991,2025-12-11 18:12:34,5.27,3,Desktop,Referral
S089470,C01581,2025-07-15 23:08:58,2.69,5,Desktop,Organic
S089471,C01229,2025-04-17 01:04:46,11.36,6,Mobile,Paid Ads
S089472,C00109,2025-09-08 08:54:05,10.47,10,Tablet,Paid Ads
S089473,C05588,2025-09-04 20:27:11,2.45,7,Mobile,Organic
S089474,C08319,2025-03-06 06:48:36,2.65,6,Mobile,Referral
S089475,C04920,2025-10-19 12:51:59,9.45,4,Mobile,Paid Ads
S089476,C08302,2025-04-05 20:40:59,6.23,6,Mobile,Paid Ads
S089477,C04259,2025-12-10 04:48:55,2.24,4,Mobile,Paid Ads
S089478,C02099,2025-11-22 13:34:45,12.02,1,Desktop,Organic
S089479,C08177,2025-04-13 17:29:30,4.74,8,Mobile,Social Media
S089480,C05374,2025-10-03 14:41:28,8.34,3,Mobile,Social Media
S089481,C04147,2025-08-15 22:17:23,6.54,4,Mobile,Organic
S089482,C03841,2025-06-03 09:08:05,3.01,4,Mobile,Paid Ads
S089483,C00769,2025-06-15 20:51:50,5.36,8,Tablet,Social Media
S089484,C02792,2025-05-09 23:27:15,3.97,4,Desktop,Organic
S089485,C01186,2025-05-08 20:36:15,15.53,6,Mobile,Social Media
S089486,C07510,2025-01-09 20:55:47,4.14,5,Mobile,Referral
S089487,C03838,2025-05-01 03:33:16,4.2,6,Mobile,Paid Ads
S089488,C05448,2025-06-05 09:12:07,3.8,10,Desktop,Referral
S089489,C08759,2025-02-22 15:31:45,7.04,5,Desktop,Social Media
S089490,C02014,2025-05-10 09:45:05,4.31,7,Mobile,Paid Ads
S089491,C07271,2025-09-02 01:30:44,5.5,7,Mobile,Organic
S089492,C03711,2025-03-20 23:48:42,22.6,6,Desktop,Social Media
S089493,C09792,2025-06-01 03:02:03,6.48,4,Mobile,Paid Ads
S089494,C08051,2025-03-17 18:45:12,24.71,4,Mobile,Social Media
S089495,C04889,2025-05-24 16:17:30,12.87,5,Mobile,Paid Ads
S089496,C07746,2025-02-08 13:38:24,4.09,4,Mobile,Email
S089497,C02000,2025-09-27 03:32:06,12.58,5,Mobile,Paid Ads
S089498,C03499,2025-04-30 20:31:48,8.45,9,Mobile,Paid Ads
S089499,C05776,2025-01-03 13:41:08,5.42,5,Mobile,Referral
S089500,C06926,2025-10-20 18:29:38,25.5,3,Desktop,Paid Ads
S089501,C03800,2025-02-15 16:02:57,9.96,3,Mobile,Referral
S089502,C05800,2025-01-25 00:17:55,9.09,7,Mobile,Referral
S089503,C03549,2025-11-18 17:26:02,2.04,7,Mobile,Organic
S089504,C03177,2025-03-11 20:52:50,8.19,5,Mobile,Organic
S089505,C00075,2025-11-10 09:39:33,11.61,7,Desktop,Referral
S089506,C07085,2025-01-23 15:25:52,9.58,8,Mobile,Referral
S089507,C05508,2025-06-01 06:53:30,8.42,6,Desktop,Email
S089508,C03920,2025-01-05 17:36:58,14.12,6,Mobile,Referral
S089509,C02536,2025-08-10 02:25:38,7.17,8,Mobile,Organic
S089510,C05237,2025-06-23 08:04:11,8.3,3,Mobile,Email
S089511,C04059,2025-09-22 23:23:04,4.01,8,Mobile,Referral
S089512,C03725,2025-09-04 17:28:06,3.36,8,Desktop,Paid Ads
S089513,C03331,2025-07-15 15:25:32,7.92,4,Desktop,Organic
S089514,C09143,2025-05-07 12:31:04,3.31,5,Mobile,Referral
S089515,C01872,2025-02-07 15:06:05,10.85,6,Desktop,Organic
S089516,C01456,2025-02-21 23:00:59,2.52,6,Mobile,Referral
S089517,C02961,2025-09-07 13:34:17,2.47,3,Mobile,Organic
S089518,C01181,2025-04-11 18:40:12,6.18,5,Desktop,Organic
S089519,C08984,2025-02-08 23:37:53,5.06,8,Mobile,Referral
S089520,C06090,2025-01-07 12:07:32,9.08,4,Tablet,Social Media
S089521,C03817,2025-05-21 13:33:07,8.12,7,Desktop,Paid Ads
S089522,C01571,2025-03-18 20:00:20,14.07,4,Mobile,Organic
S089523,C09718,2025-09-06 08:51:24,4.54,5,Mobile,Social Media
S089524,C05864,2025-04-16 14:49:34,24.3,6,Mobile,Organic
S089525,C00997,2025-01-13 05:31:36,3.56,6,Desktop,Referral
S089526,C06992,2025-11-06 07:58:22,18.0,5,Mobile,Referral
S089527,C07922,2025-01-25 17:23:13,4.44,4,Mobile,Organic
S089528,C09851,2025-10-05 06:37:20,6.23,4,Desktop,Organic
S089529,C07451,2025-05-27 23:53:36,2.77,7,Mobile,Organic
S089530,C00834,2025-08-13 09:44:35,5.96,6,Tablet,Paid Ads
S089531,C08274,2025-10-13 20:17:34,2.2,8,Mobile,Organic
S089532,C06595,2025-11-10 18:36:33,2.15,2,Mobile,Paid Ads
S089533,C06336,2025-06-20 06:11:59,10.92,6,Mobile,Referral
S089534,C06909,2025-06-03 09:54:43,11.82,5,Mobile,Referral
S089535,C03709,2025-09-29 04:24:40,7.83,5,Tablet,Referral
S089536,C01196,2025-08-09 18:27:05,14.33,9,Mobile,Organic
S089537,C03340,2025-07-01 11:06:40,5.21,5,Mobile,Organic
S089538,C02468,2025-07-25 04:45:25,13.63,3,Mobile,Organic
S089539,C06202,2025-07-15 23:37:21,6.13,11,Mobile,Social Media
S089540,C07919,2025-01-23 04:47:21,8.51,7,Desktop,Social Media
S089541,C00875,2025-12-26 18:36:14,4.69,7,Mobile,Referral
S089542,C09138,2025-06-11 17:20:23,3.79,4,Desktop,Referral
S089543,C07756,2025-09-30 07:56:33,3.93,7,Mobile,Organic
S089544,C08841,2025-01-25 20:35:01,8.08,4,Desktop,Referral
S089545,C06430,2025-04-05 22:46:56,4.16,5,Mobile,Referral
S089546,C00526,2025-06-26 19:02:58,2.69,7,Mobile,Paid Ads
S089547,C08408,2025-06-10 12:46:18,1.99,5,Desktop,Paid Ads
S089548,C00546,2025-12-16 14:53:34,10.53,4,Mobile,Organic
S089549,C09983,2025-03-28 04:28:51,6.57,7,Mobile,Organic
S089550,C03917,2025-05-25 09:47:07,8.86,6,Desktop,Email
S089551,C07856,2025-11-14 19:52:49,10.51,4,Mobile,Referral
S089552,C00593,2025-09-09 06:12:51,10.06,4,Mobile,Organic
S089553,C05611,2025-10-02 23:20:49,8.05,4,Mobile,Email
S089554,C02712,2025-08-02 19:15:26,6.83,8,Mobile,Paid Ads
S089555,C06687,2025-02-08 13:11:14,8.75,5,Mobile,Referral
S089556,C01055,2025-10-22 18:21:43,1.75,5,Mobile,Paid Ads
S089557,C04347,2025-10-24 01:19:10,9.4,4,Desktop,Organic
S089558,C01613,2025-08-08 04:09:57,6.19,7,Mobile,Referral
S089559,C03558,2025-10-05 16:26:51,7.58,3,Mobile,Referral
S089560,C06766,2025-01-31 22:20:47,5.87,5,Desktop,Email
S089561,C00216,2025-08-21 02:15:36,3.51,9,Desktop,Paid Ads
S089562,C06847,2025-07-14 05:47:07,9.54,8,Mobile,Paid Ads
S089563,C08952,2025-02-19 05:40:20,12.89,15,Mobile,Referral
S089564,C01223,2025-11-26 13:58:23,3.37,4,Mobile,Paid Ads
S089565,C01659,2025-06-12 15:27:39,10.37,4,Mobile,Paid Ads
S089566,C05821,2025-10-20 05:10:19,2.27,5,Mobile,Referral
S089567,C01985,2025-11-24 22:36:14,2.34,8,Mobile,Referral
S089568,C09005,2025-10-18 09:27:17,3.83,4,Tablet,Paid Ads
S089569,C05467,2025-04-08 22:52:27,13.32,9,Mobile,Social Media
S089570,C01924,2025-04-19 01:51:15,14.72,7,Mobile,Organic
S089571,C07272,2025-05-08 14:16:46,9.91,2,Desktop,Referral
S089572,C05604,2025-06-27 00:38:17,0.31,5,Mobile,Paid Ads
S089573,C09596,2025-03-29 13:50:20,6.2,6,Mobile,Organic
S089574,C02371,2025-08-21 19:52:47,4.43,6,Mobile,Referral
S089575,C06747,2025-04-02 22:11:20,2.89,8,Desktop,Email
S089576,C04896,2025-07-07 15:10:07,15.7,6,Mobile,Organic
S089577,C02565,2025-08-15 01:09:23,9.67,11,Mobile,Organic
S089578,C04065,2025-06-12 01:58:39,19.48,7,Desktop,Referral
S089579,C07575,2025-03-14 15:53:02,5.32,9,Mobile,Social Media
S089580,C06934,2025-01-04 12:44:01,8.94,11,Mobile,Email
S089581,C08893,2025-01-03 21:40:35,18.15,4,Mobile,Paid Ads
S089582,C07915,2025-03-05 03:02:37,5.32,8,Mobile,Organic
S089583,C01811,2025-05-14 02:13:55,4.22,11,Mobile,Paid Ads
S089584,C07702,2025-08-28 01:12:00,3.19,5,Tablet,Email
S089585,C02558,2025-07-13 02:01:48,2.41,6,Mobile,Paid Ads
S089586,C06304,2025-05-14 08:49:55,4.79,3,Mobile,Social Media
S089587,C07069,2025-04-05 11:29:29,4.35,7,Mobile,Organic
S089588,C03830,2025-09-19 21:29:28,3.43,6,Mobile,Email
S089589,C07251,2025-01-02 21:19:46,12.29,2,Mobile,Email
S089590,C01883,2025-02-18 15:29:41,15.23,5,Mobile,Social Media
S089591,C09486,2025-08-02 09:14:15,7.53,6,Mobile,Referral
S089592,C07012,2025-01-09 11:49:14,7.63,10,Mobile,Organic
S089593,C03360,2025-04-21 08:06:19,15.44,1,Mobile,Organic
S089594,C09666,2025-04-17 08:26:03,4.74,9,Desktop,Paid Ads
S089595,C02145,2025-10-22 10:43:02,9.08,5,Mobile,Referral
S089596,C01662,2025-11-18 16:20:54,16.8,5,Tablet,Organic
S089597,C01468,2025-06-28 21:33:54,3.8,5,Mobile,Organic
S089598,C09487,2025-03-07 17:32:25,8.42,11,Mobile,Organic
S089599,C01667,2025-08-23 12:28:46,11.56,5,Tablet,Organic
S089600,C06422,2025-01-07 20:38:36,1.29,12,Desktop,Email
S089601,C05827,2025-02-07 11:39:37,6.82,6,Desktop,Organic
S089602,C06783,2025-09-28 16:32:35,10.78,5,Mobile,Paid Ads
S089603,C02103,2025-06-14 02:58:13,7.39,3,Desktop,Referral
S089604,C03264,2025-01-26 22:40:31,1.8,7,Mobile,Organic
S089605,C07373,2025-03-08 20:50:34,3.29,9,Mobile,Organic
S089606,C08599,2025-09-24 05:44:03,11.23,6,Desktop,Paid Ads
S089607,C00424,2025-08-17 14:17:24,1.2,5,Mobile,Paid Ads
S089608,C00071,2025-10-08 07:31:35,2.79,3,Mobile,Paid Ads
S089609,C05499,2025-04-18 04:02:32,6.3,7,Mobile,Paid Ads
S089610,C05123,2025-08-27 15:49:18,10.09,5,Desktop,Paid Ads
S089611,C04797,2025-10-06 23:14:07,10.4,5,Mobile,Referral
S089612,C00804,2025-09-22 08:13:24,4.63,5,Desktop,Social Media
S089613,C05525,2025-04-05 00:30:43,1.97,3,Mobile,Paid Ads
S089614,C08788,2025-08-20 22:03:44,2.63,7,Desktop,Referral
S089615,C00916,2025-06-13 18:12:41,9.27,4,Desktop,Referral
S089616,C05897,2025-11-25 13:26:40,5.58,5,Mobile,Paid Ads
S089617,C08989,2025-05-17 11:09:15,6.84,4,Mobile,Organic
S089618,C05047,2025-03-26 08:25:26,9.37,7,Mobile,Email
S089619,C01037,2025-07-18 23:36:07,12.77,10,Mobile,Paid Ads
S089620,C08177,2025-09-04 10:11:14,4.44,5,Mobile,Paid Ads
S089621,C01230,2025-09-18 17:04:20,11.77,9,Mobile,Organic
